content;score;thumbsUpCount;at;appVersion
bonne application pour la musique mais les pubs il y en a toutes les 2 musiques lorsquon est pas premium réellement de plus elles durent 30 sec chacune ce qui fait au moins 1 mettre des pubs daccord mais pas toutes les 5 minutes surtout lorsque lon dit profitez des 30 prochaines minutes de musique sans la moindre interruption de plus on ne peut pas toujours choisir son morceau lorsque lon le recherche car souvent mais pas toujours;3;165;10/09/2021;8.6.60.1126
jutilise lapplication depuis plusieurs années elle marchait très bien au début mais cela fait quelques temps que cela se dégrade les playlists mettent parfois du temps à safficher 1 à 2 min pareil pour la lancer lorsque jécoute des playlists comme les découvertes de la semaine lorsque je dislike certaines musiques impossible de la réécouter si jai changé davis;2;164;26/06/2020;8.5.63.941
mais où diantre est passé le bouton petit coeur pour ajouter une musique sur ma liste des titres favoris lorsque mon téléphone est verrouillé cette application est de pire en pire avec déjà beaucoup de musique poubelle des bannières de spam de partout et avec des recommandations non pertinentes à toutva les albums de musique classique des années 40 à 70 inexistants et on paye hyper cher honteux;1;164;28/04/2024;8.9.30.433
cela fait 3ans que je suis membre premium jusque là tout allait bien maintenant cela fait plusieurs mois 3mois que la musique sinterrompt toute seule quand lécran est en veille cela est à remédier au plus vite car cest quand même la fonction primordiale de cette application streaming de musique sans pub ni interruption;2;164;24/10/2019;8.5.28.985
bonjour depuis plus dune semaine je narrive pas à accéder à spotify sur mon mobile le message suivant saffichant toujours connectez vous à internet pour accéder à spotify ou vous êtes horsconnexion pourtant jaccède à toutes les autres applications connectées sans problème jai déjà désinstallé et réinstallé lapplication sur le mobile sans succès pourtant jaccède à spotify sans difficulté sur mon pc quelle est la cause relative à ce désagrément et comment y remédier thx;1;164;17/08/2021;8.6.52.911
excellente sélection musicale et exclu de podcast mais la vitesse des podcast est ridiculement ralentie on est obligé de passer en x15 de base tant lécoute en x1 est lente insupportable et on ne peut pas accélérer sur les enceintes google home je ne peux donc pas écouter les podcast sur mes google home dommage dautant développer loffre podcast si cest pour la rendre inutilisable;2;163;22/03/2022;8.7.14.1332
un catalogue assez complet mais moins que certains concurrents pas de possibilité daccès à du son spatial ou son haute qualité dommage pour un utilisateur apple interface simple et agréable un plus cependant la pertinence des associations musicales pour découvrir dautres artistes même si lalgorihtme peut sûrement être amélioré;2;163;22/08/2023;8.8.62.491
jadore cette application je mets de la musique quand je travaille sur dautres applications ou même quand je joue a des jeux mais jai 2 problème 1 trop de pub qui envahit lapplication payer 120 par ans juste pour pas avoir de pub cest complètement abusé 2 il mest impossible davoir un autre compte que celui de ma famille exemple jinstalle lapplication et je tombe sur le compte dun membre de ma famille impossible de changer le compte et cest très dommage;5;163;26/09/2021;8.6.64.1081
tres déçue récemment pas spotify qui malgré le fait quon paye un abonnement pour ne pas avoir de pub trouve un moyen den mettre quand même lors de lécoute de podcast de plus certains épisodes sont payants bien que nous payons déjà un forfait tous les mois ces derniers temps lapplication narrête pas de planter et de se couper toute seule seules les playlists sont bien pensées;2;163;18/04/2022;8.7.22.1125
pas possible dobtenir une lecture dans lordre et suivie après une interruption il reprend toujours des morceaux déjà écoutés plusieurs fois et il ne va donc pas au bout de la liste la lecture se remet toujours en mode aléatoire soidisant intelligent il propose dès lors les mêmes artistes en suivant sans varier idem pour les morceaux proposés toujours les mêmes gestion lamentable de lécoute et la lecture aléatoire intelligente est particulièrement idiote;1;162;22/04/2023;8.8.26.408
spotify ne me permet pas découter les chansons de mes playlist ni les albums de mes artistes préférés non seulement lappli choisit les chansons au hasard y ajoute dautres titres que je nai pas choisi je ne peux avancer que 6 fois par heure et aussi je ne peux pas reculer pour écouter aucune chanson à nouveau je pense retourner sur youtube là au moins jécoute la musique que jai choisi et on ne me donne pas quelque chose dautre;1;162;07/02/2022;8.7.2.1205
depuis 1 moi application pratiquement inutilisable à chaque recherches spotify est hyper lent et ne fait que dire quil ny a pas de connexion alors que tout le reste fonctionne très bien tout les jours en appuyant sur play il lui faut au moins 5 bonne minutes pour lancer la musique même après mise à jour et désinstallationréinstallation aucun changement je vais définitivement désinstaller et partir sur deezer;1;162;09/11/2021;8.6.74.1176
on y retrouve la quasi totalité de nos recherches il y a les paroles un minuteur on peut sélectionner les musiques à venir à la suite de lécoute en cours on peut naviguer dessus pendant quon écoute une musique juste génial jy trouve tout ce dont jai besoin dune app de musique le visuel est facile dappropriation;5;162;26/10/2023;8.8.80.599
jutilise spotify depuis plusieurs années et je suis très satisfait de leur vaste catalogue musical et de leur algorithme de recommandation précis linterface de lapplication est conviviale avec une fonctionnalité de playlist collaborative cependant la qualité audio peut varier en fonction de la connexion internet dans lensemble je recommande fortement spotify pour une expérience musicale en ligne agréable et complète;4;162;15/04/2023;8.8.26.408
je trouve ça assez énervant de ne pas pouvoir écouter la musique que lon veut sans payer sur une appli de musique des musiques nondésirées sajoutent à notre playlist et peuvent des fois déplaire que lon le veuille ou non pareil pour passer les musiques ou écouter une musique de la playlist ceci est aussi payant on est donc des fois bloqués sur une musique qui nous déplaît à part tout celà spotify reste facile à utiliser et peut plaire à beaucoup;3;162;24/02/2023;8.8.12.545
jai eu des soucis de paiement et ils ont répondu à la seconde jutilise lapplication depuis 3 ans et jen suis la plus satisfaite je crois bien autant dans leur version ios que sur android et leur lecteur web les playlists préexistantes selon notre style sont tout bonnement agréables les nouveautés sont bien mises en avant et jadore pouvoir faire autant de playlist le service client est rapide aussi;5;162;03/08/2021;8.6.48.796
meilleur application de streaming il y a toutes les musiques et il y a de plus en plus de fonctionnalités intéressantes qui apparaissent il faudrait peutêtre revoir ce qui concerne lécoute des amis qui a du mal à fonctionner malgré les paramètres associés qui sont activés pour pouvoir les voires;5;161;06/02/2023;8.8.6.472
je suis contente de pouvoir écouter spotify sans devoir être forcément sur lapplication ouverte en même temps je trouve ça dommage que si je ne suis pas en premium je ne puisse pas toujours choisir lordre des titres qui sont diffusés surtout quand jen cherche un précisément;4;161;07/04/2021;8.6.12.986
3 étoiles car lappli interrompt la lecture de la musique intempestivement alors que je nai rien demandé je dois parfois appuyer plusieurs fois sur le bouton lecturepause pour le morceau daigne reprendre son cours jai limpression que cest lié a la réception de messages sur messenger ou discord mais cest hyper chiant quand on est occupé à faire autre chose;3;161;22/09/2021;8.6.62.1029
la dernière mise à jour de spotify a considérablement altéré lexpérience utilisateur la suppression de la fonction de recherche dans mes playlists personnelles et lincapacité dajouter des titres en rapport avec mes écoutes précédentes est décevante jespère que ces fonctionnalités pourront être rétablies dans une future mise à jour merci;1;161;01/09/2023;8.8.66.563
super on peut écouter de la musique même lapareil éteint ou même sur dautres aplications contrairement à yt musique ou il faut sabonner à yt premium payant de plus le son est bon petit problème à régler au bout de 10 min de pause de la lecture sur une app la notification senlève mais sinon je recommande vivement cette application;5;160;10/08/2020;8.5.70.868
pas terrible sur tablette on peut écouter ses playlists facilement dans lordre mais sur téléphone non seulement les titres ne sont pas dans lordre mais en plus on nous impose des titres soit disant recommandés mais quon ne peut pas supprimer donc obligés découter des titres quon ne veut pas donc je ne sais pas si je vais continuer dutiliser lapplication;3;160;14/10/2022;8.7.74.443
très bonne application mais elle est trop chère avec moins de votre prix on peut sabonner aux applications des films exnetflix ou straz play de maroc télécom etcest cest mieux voir des bons films avec leur diversitéa mon humble avis pour la musique il faut que ça soit beaucoup moins chère mais cest à vous de voir ce qui vous convient et merci;5;160;17/11/2019;8.5.32.889
spotify était un très bonne application mais maintenant avec la mise a jour on ne peut plus écoutés la musique souhaitée qui se trouve dans notre playliste si tas pas le premium tu ne peux que passer 6 fois par heure et on peut plus écouté une musique en boucle bien sur ils nous obligent a payé pour le premium pour avoir des fonctionnalités de base jespère quils vont changé et tout remettre comme avant;2;159;19/10/2021;8.6.70.1102
ça fait plaisir de voir une application bien travaillée ça se fait de plus en plus rare elle est plutôt fluide légère et ergonomique elle ne diffère pas trop des versions uwp windows et snap linux justement le fait quil y est une version pour linux est vraiment génial sur le service en lui même il ny a pas grand chose à dire si on écoute souvent de la musique on en a pour notre argent il y a beaucoup dartistes y coupris des artistes très peu connus;5;159;05/04/2021;8.6.14.975
une expérience dune journée aura suffi à abandonner cette application entre limpossibilité dempêcher la lecture auto au démarrage de lappli montrant par là la volonté de spotify à simposer dans nos habitudes mais le clou final est bien la qualité du son je nai rien entendu de pire même youtube offre une meilleure qualité et deezer lexplose littéralement bref un service peu paramétrable en plus dune qualité médiocre un bel exemple de la vision consumériste de la musique;1;159;02/12/2023;8.8.92.700
très déçue de lapplication qui fonctionnait parfaitement avant cette mise à jour catastrophique plus de possibilité de passer à la chanson suivante car cela me montre tout le temps la pub pour passer au prenium pub omniprésente je ne peux plus écouter mes playlists comme je le souhaite car les chansons sont mis en aléatoire et je ne peux plus choisir celle que je souhaite entendre vraiment très décevant supprimer cette mise à jour car elle donne clairement envie de désinstaller lappli;1;158;13/02/2022;8.7.4.1056
spotify ne fonctionne plus sur mon samsung galaxy a10 alors quil est compatible avec je ne comprend pas il ne maffiche plus aucune de mes playlist la page de recherche ne saffiche plus non plus et les playlist tel que découverte de la semaine est vide faites quelque chose pour régler cela ce nest pas normal;1;158;04/10/2022;8.7.70.553
super application mais depuis quelques semaines lapplication ne fait que planter lorsque jen utilise une autre ou même si je ne fais rien dautre sur le téléphone ou elle ne saffiche plus sur mon écran de verrouillage jai tout essayé recherche internet paramétrage rien ny fait dommage;3;158;08/11/2021;8.6.74.1176
depuis quelques jours spotify bug de ouf cest une catastrophe dès quon va sur internet lapplication se ferme subitement dès quon va sur google store elle se ferme subitement on ne peut plus rien faire en même temps que spotify sinon ça bug et ça se ferme subitement ayant un compte premium depuis bon nombre dannées cest la première fois que ça arrive de manière aussi récurrente faites quelque chose sil vous plaît ca devient vraiment insupportable;1;157;12/04/2020;8.5.51.941
une superbe application facile dutilisation sobre et très bien designer je te la conseille donc si tu prends la version premium en tant non utilisateur de ce système cela ne me dérangeait pas découter une pub de 30 secondes pour ensuite écouter ma musique tranquillement pendant 30 minutes mais là cest trop 2 à 3 pub de 30 secondes toutes les 2 musiques votre application est géniale malheureusement vous ruinez le plaisir à petit feu;2;157;24/09/2021;8.6.64.1081
la recherche rapide au sein dune playlist a disparu désormais cachée au sein dun menu ce nest vraiment pas pratique tout comme les options de tri de playlist et on jongle entre des playlists adoptant la nouvelle ui et la majorité toujours sous lancien design manque de cohérence lapplication a perdu en simplicité dusage;2;157;10/12/2018;8.4.83.625
cela fait maintenant 1 an que jutilise spotify et au début si spotify peut paraître être une bonne appli de musique au bout de 3 mois cest un enfer le nombre de pubs quon doit écouter est multiplié au fur et à mesure du temps et vers 9 10 mois dutilisation ce nest même plus une appli de musique cest un générateur à pubs et il vous disent profitez de 30 minutes découte jécoute 3 chansons qui durent environ 3 minutes ce qui fait peu près 9 10 minutes et ensuite 2 pubs;1;157;04/09/2020;8.5.74.834
spotify est une très bonne application seulement lorsquelle est utilisée avec un abonnement mais pour ce prix un abonnement donne accès à une source gigantesque dartistes musicaux et podcasts cependant depuis quelques temps lapplication narrive pas à se connecter à internet ce qui pose un sacré soucis vous laurez compris ce phénomène nest présent quavec spotify internet fonctionne sur lensemble des autres applications même en vidant le cache relançant le téléphone etc;3;157;09/04/2022;8.7.20.1261
euuuh je suis extrêmement déçue je suis partie quoi 3 jours et quand je reviens impossible de choisir le titre que je souhaite dans mes playlistes des chansons sont ajoutés je ne peux pas choisir dans ma playliste la chanson que je veux ni avancer ou reculer pff je suis déçue si vous pouviez modifier ça serait bien svp car la votre appli cest du nimporte quoi je vais opter pour autre chose vous allez perdre du monde désolée mais je faisais confiance à cette appli;3;156;24/12/2022;8.7.92.521
décu et en colère pour le peu dutilisation que jen ai eu jusquela jai trouvé que cest un peu compliqué a utiliser pas de possibilité de choisir les musiques que lon veut a moins de se faire tout lalbum même si on veut quune seule musique et aussi jai de gros problème de connexion pour pouvoir réinitialiser ton mot de passe le message est en espagnol ou portugais jai pas réussi à faire la différence résultat jai tout bonnement plus de compte;1;156;25/04/2023;8.8.28.409
spotify cest quoi cette maj que vous venez de faire la navigation dans nos titres est devenue infernale jdois cliquer dans un menu pour chercher un titre alors quavant la partie filtre était affichée dans artistes jai pas forcement que ceux que jai pire encore quand japplique un filtre dans mes titres le dernier titre est à peine visible coupé par laffichage rendez lancienne version;1;156;07/03/2019;8.4.95.785
la nouvelle interface de lécran daccueil est une catastrophe déjà que pour découvrir de la musique sur spotify cest compliqué mais là cest pire quavant les recommandations ne sont vraiment pas pertinentes trop de podcasts et de genres quil ne mintéressent pas du tout lintérêt de spotify cest découter de la musique pas scroller cest pas parce que tiktok fait quelque chose quil faut le copier vitre applications a une personnalité qui fait que les abonnés apprécient;1;156;29/03/2023;8.8.20.544
je nai quun seul reproche à faire à cette application ayant un abonnement payant je peux passer autant de musique que je le veux mais quand jen passe trop lapplication pète les plombs elle naffiche pas la musique quelle diffuse je ne peux ni mettre sur pause changer de musique et le mieux je ne peux plus fermer lapplication le seul moyen de larreter cest déteindre mon téléphone ps jai un redmi note 8 pro et ce nétait jamais arrivé sur dautres applications de musique;4;156;18/08/2021;8.6.52.911
problème de stockage je suis abonné premium depuis plus dun an et jétais ravi hors depuis quelques mois mon téléphone avais sa mémoire interne saturée je viens de me rendre compte que spotify avait supprimé la possibilité de stocker les téléchargements sur carte sd mes 10 go de musique ont été basculé sur mémoire interne cest débile;1;156;01/11/2021;8.6.74.1176
ça allait jusquà peu le bluetooth ne correspond plus entre le téléphone et le véhicule sans android auto le son saute 12 seconde quand on va sur lappli directement alors quelle tournait en arrière plan pleins de petites choses qui me font réfléchir à changer de crémerie je suis premium depuis plus dun an et ça donne à réfléchir ah oui les playlists proposés régulièrement changez plus de sons que 1 par semaine on sen rend très vite compte votre algorithme a choppé la covid;2;156;20/10/2021;8.6.70.1102
jadore le radar à nouveauté et les daily mixes quelques bémols pour lappli jaimerais pouvoir lire les playlist dans lordre affiché pas juste aléatoire voir les titres qui ont déjà joué dans la session en cours et retirer un titre dune playlist pendant lécoute de ladite playlist aussi lappli ne fait pas la différence entre stop et pause et dès quon change de lecteur comme passer dun speaker à des écouteurs il rejoue des titres qui ont déjà joué jaurais mis 35;4;155;05/03/2021;8.6.4.971
très décevant au début durant une à deux semaines ils vous laissent écouter vos musiques tranquillement après cette période les playlists deviennent aléatoires mais ce nest pas ça le problème cest que dautres musique sont rajouté dans les playlists tout est fait pour que lon passe rapidement au compte premium autant aller sur youtube;2;155;16/03/2020;8.5.49.973
vraiment très décevant les pubs nous empêchent de profiter plainement de la musique et puis cest pas comme si il y en avait 3 à chaque fois je comprends quil faut financer lapplication mais je pense que cest littéralement abusif de plus pas tout le monde veut ou peut se payer un abonnement juste pour écouter de la musique sachant quil y a de centaines dautres applications de téléchargement de musique complètement gratuite bref tout ça pour dire je ne vous conseille pas cette appli;2;155;27/03/2020;8.5.49.973
déconnexions assez fréquentes en ce moment si le réseau nest pas assez puissant plus rien pas moyen de rafraîchir la page il faut fermer lappli et la rouvrir à chaque fois cest réservé frustrant faudrait trouver une solution cest très difficile découter de la musique en voyageant en bus voiture ou pire train sinon le reste est parfait;5;155;15/01/2019;8.4.88.150
jadore cette appli mais sil vous plaît spotify la dernière mise à jour est vraiment dérangeante on ne peut plus directement modifier les playlist ni voir limage de la chanson ce qui me perd absolument quand je veux retrouver une musique en particulier edit petit bug également pour ma part le temps découte de ma playlist ne sactualise pas elle reste bloqué à 27h33min;2;155;28/11/2022;8.7.86.422
ayant essayé plusieurs services de streaming mon choix sest fait pour spotify que jadore surtout pour les recommandations cest lartiste et ses créations qui sont mis en valeur et non une multitude de playlists google music ou encore dartistes français actuels et rap deezer qui ne sont pas du tout mon truc ici cest linternational et peu importe lépoque je vais de découvertes en découvertes et cest un régal jaimerais juste que le bouton caster soit plus accessible;5;154;21/08/2020;8.5.71.723
cest plutôt dommage moi je suis abo premium duo avec ma soeur et quand elle oublie de payer son mois je suis pris avec la version gratuite qui permet de rien faire sauf regarder des pub ils 30min sans pub mais chaque 3 ou 4 chanson il y en a 3 juste la version gratuite ne vau pas la peine car tu ne peux même pas choisir ta chanson lavancer ou reculer ou de skip je me souviens que avant la version gratuite était pareil que la payante sans le offline et avec des pub quel niaiserie;1;154;05/11/2021;8.6.74.1176
cette application est vraiment géniale pas forcément lapplication mais spotify depuis que jécoute ma musique sur cette plateforme je ne peux plus men passer au quotidien chez moi au travail pendant les trajets ou encore les vacances pourquoi on retrouve un choix immense de titres et dartistes on peut créer tout un tas de playlists comme bon nous semble le défaut que je trouve à la version mobile est le fait quon ne puisse pas choisir la musique précise que lon souhaite écouter au détriment dun mode aléatoire à moins de souscrire au premium mais ce que je préfère pardessus tout cest les suggestions de titres playlists artistes en fonction de ce quon écoute sincèrement grâce à ça jai retrouvé tellement de musiques dont javais complètement oublié lexistence ou dont je ne connaissais pas le titre inversement jai découvert plein de nouveaux artistes par ce biais cest vraiment génial et cest ce que je préfère le plus je ne saurai que vous recommander de lutiliser également;5;154;18/07/2019;8.5.14.752
spotify est une superbe application de musique mais le bémol cest quon ne peut pas faire beaucoup de chose à part écouter de la musique et faire des playlist par exemple pour afficher les paroles tu peux le faire quun certain nombre de fois et aussi pour changer la musique et cest un vrai problème pour moi je voudrais que vous rajoutez plus de fois pour changer la musique ou enlever les nombres de fois sinon cette application est superbe;3;154;09/05/2024;8.9.36.616
tout bonnement une application incroyable jadore lutiliser mais malgré tout je souhaites souligner deux problèmes je suis premium ne pas pouvoir masquer des titres dans nos propres playlists que certaines musiques soient plus fortes que dautres pour mieux vous expliquer lorsque je mets des musiques pour dormir et que je men retrouve une qui est très peu forte et une avec un volume fort à lenchaîné ce qui me réveille parfois malgré tout excellente appli;4;153;11/12/2023;8.8.94.577
version gratuite de pire en pire maintenant dans les playlist que lon crées sont rajoutés voir imposés des morceaux non choisis qui nont rien à voir avec les styles musicaux ils sont cachés impossible de les supprimer tout est fait pour que lon paie la version premium on ne peut plus choisir lordre découte des morceaux allez expliquer ça a in enfant de 2 ans;1;153;05/10/2019;8.5.24.762
cette application est une arnaque pendant 12 semaine on vous montre seulement les points positifs de lappli pas de pub pas de problème pour écouter des musiques mais lorsque votre période dessai au premium est fini vous avez tout le temps des puds il y a plus de pubs que de musiques vous ne pouvez ni passer les musiques autant que vous voulez ni revenir au début de la musique lappli est impossible a utiliser sans premium je vous déconseille cette appli pire application;2;153;19/07/2022;8.7.48.1062
de plus en plus dartistes provenant de la scène indépendante voire underground et ça cest un vrai changement quelques soucis demeurent si mon portable se coupe par manque de batterie lintégralité de mon contenu hors connexion est supprimé cependant je laisse mes 5 étoiles car jai toujours été satisfait de vos services ce serait bien que vos morceaux téléchargés soient au format mp3 et non exo car il faut les retoucher pour pouvoir les lire sur un lecteur professionnel externe merci;5;152;25/09/2023;8.8.72.630
le minuteur ne fonctionne plus jai pour habitude de mettre la musique pour mendormir et de mettre un minuteur pour éviter que ça tourne toute la nuit et bien je ne peux plus puisque le menu ne souvre plus je pensais que ça venait de mon ancien smartphone qui était trop vieux mais non cest pareil avec le nouveau réglez ça par pitié ou donnez moi une solution;3;152;11/11/2021;8.6.74.1176
encore le pb des musiques totalement aléatoires connais pas lartiste et même pas un style que jécoute qui se mettent après relance de lapp et celui de la lecture dune musique dune playlist précédemment dans une autre déjà vu avec le support ça a réglé le pb 1 mois le changement des cœurs en pour les likes les rend moins visibles et intuitifs;1;151;04/03/2024;8.9.18.512
une honte de proposer cette appli en version gratuite vu le peu de chose que lon peut y faire impossible découter une musique en particulier impossible de créer des playlist spotify ajoute 10 musiques random à chaque fois que vous ajoutez un titre impossible de réécouter une musique impossible de revenir en arrière dans la musique bref on ne peut vraiment pas faire grand chose à part écouter des pubs le mieux à faire est de passer chez la concurrence coucou deezer;1;151;11/02/2022;8.7.2.1205
trop bien il a y toute sorte de musique pop rock classique rap quon peut même écouter sans avoir de connexion on peut créer ces playlists et y mettre les musiques de notre choix on peut également sabonner a des playlists de star ou de nos amis je vous conseille trop cette appli je tiens a préciser quelle est payante;4;151;26/10/2020;8.5.81.991
jai téléchargé lappli récemment et je peux vous dire que javais beaucoup apprécié jusquà ce que la nouvelle mis à jour arrive et quon ne puisse plus choisir une chanson spécifique à écouter sans quon ne te mettent dautres chansons que tu ne veux pas il y a un seul mode aléatoire tu ne peux plus écouter plus dune fois une même chanson à part si vous payez je trouve franchement ça nul sans compter quon ne peut plus aussi voir les nombres découte des chansons cest décevant;1;150;01/04/2023;8.8.22.510
lapplication fonctionne bien mais alors quune partie de la concurrence la déjà fait depuis un moment larrivée du son hifi se fait attendre bien quen compte premium je trouve que les propositions sur lécran daccueil deviennent envahissantes et il nest pas possible de les personnaliser;3;150;08/01/2022;8.6.94.306
lune des meilleures applications si pas la meilleure application pour écouter de la musique avec une version gratuite permettant quand même découter les dernière sortie même si cela ce fait aléatoirement dans une panoplie de musique et quon ne peut que skip 6 fois par heure pour le moment je nai pas encore était envahi de pub donc bon point;4;149;19/03/2022;8.7.14.1332
rien à dire après 2 ans dutilisation jai décidé denfin prendre un abonnement premium je suis vraiment pas déçu lapplication est clairement la plus intuitive pour en avoir testées beaucoup spotify est vraiment la meilleure les playlists conçu pour vous sont aussi des mines dor et permettent de découvrir des artistes dans des styles similaires à ceux que vous aimez;5;149;02/10/2022;8.7.68.568
bonjour depuis plusieurs mois la musique écoutée sur android se coupe toute seule au bout de quelques secondes ou minutes impossible découter une playlist sans arrêt ni coupure cest extrêmement agaçant je cherche des informations sur des forums daide mais personne na de solution apparemment beaucoup de gens sont dans le même cas avezvous une solution concrète pour régler le problème je paie un abonnement pour ce service qui devient très approximatif;1;149;08/09/2019;8.5.21.754
je hais cette appli pourquoi parce que je peux littéralement rien faire je peux pas écouter un titre en solo ou alors on peut mais alors cest pas du tout intuitif en suite les listes pire chose je peux pas ajouter 2 chansons sans quune dizaine dautres soient ajoutées pour que je puisse utiliser le mode aléatoire et jarrive pas à la les supprimer ya tellement dautres choses qui ménervent mais jai pas assez de place pour tout mettre peutêtre que je fais mal les choses;2;149;07/10/2021;8.6.68.1225
la nouvelle interface 8820544 est la pire evolution que spotify ait réalisé depuis que je lutilise environ 10 ans en régression sur tous les points ergonomie visuel fluidite de linterfaceet surtout la découverte de nouveaux artistes est grandement découragée par lutilisation de ces tuiles immondes façon réseau social obligeant à un scrolling sans fin sans correction rapide de la part de spotify je men irai vers dautres applis même quitte à perdre toutes mes playlists;1;149;23/03/2023;8.8.20.544
très bonne plateforme découte on y retrouve de très nombreux titres avec différentes variétés de style musical loption premium est super avec ses différents prix etc mais loption gratuite reste pour autant très correct je recommande à 100 merci beaucoup au développeur de cette plateforme de me permette découter autant de musique;5;149;03/12/2023;8.8.92.700
un chiot ny retrouverait plus sa mère cest quoi cet affichage vouloir faire des maj cest bien mais vouloir réinventer la roue pour quelque chose qui était clair et fonctionnait très bien cest du grand nimporte quoi on ne comprend plus rien aux chansons contenues dans un album précis laffichage est pèle mêle avant cétait clair et simple franchement je me demande si je vais pas passer à la concurrence juste à cause de ça surtout nhésitez pas à faire marche arrière;1;148;12/04/2024;8.9.30.433
super application jusquà la dernière maj et la lhorreur ça coupe comme si javais des pb de connexions bluetooth ça revient on ne sait pas pourquoi payer pour ça une blague vite une correction ou je vais voir ailleurs super déçu;1;148;22/10/2021;8.6.72.1121
cette application et très bien mais le problème cest que lon ne peux pas zaper plus de 6 fois par heure on ne peux pas choisir la musique que lon veut dans notre play liste si on ne peut pas choisir nous même il y a des musique qui sortent de nulle part et il y a plus de 6 musique que lon naimons pas il y a des musique que je naime pas qui sintroduit je met 4 étoiles;4;148;18/09/2021;8.6.62.1029
le classement par ordre alphabétique a disparu avec lavant dernière mise à jour et depuis la dernière mise à jour du 1308 tous mes morceaux sont à retélécharger egalement pourquoi ne peuton plus supprimer des tracks à lintérieur dun album pourquoi et ça la toujours fait certains morceaux ne sontils pas écoutables jusquau bout en fait pourquoi cette appli régresse de mise à jour en mise à jour je paye presque 10 par mois pour un service lamentable merci;1;147;18/08/2019;8.5.18.934
bon catalogue de titres mais bcp trop sont retirés de manière impromptue nombreux bugs gestion minimaliste des playlistes et impossible dutiliser votre foobar favoris pour les écouter après des années dabo premium jai résilié la différence initiale de tarif entre labo ch 12mois et dans le reste de leu 9 était justifiée par le taux de change le ratio de change sest inversé depuis mais pas le ratio des prix des abo;1;147;25/08/2023;8.5.23.686
super appli sauf puissance du son jentends une sacrée différence entre youtube music et spotify par exemple je ne sais pas si je suis seule à entendre cela je suis obligée de mettre le volume a fond et je perds vraiment en qualité malgré legaliseur étrange mais ça mencourage à aller écouter sur une autre appli cest dommage parce que sinon cest vraiment une super appli de podcasts et musique il y a beaucoup de choix;3;147;02/07/2021;8.6.40.929
quelques améliorations qui seraient sympa des propositions dans pour vous enfin axées sur ce quon écoute une fonctionnalité pour masquer les artistes quon naime pas du tout afin quils napparaissent pas dans les playlists et recherches une catégorisation des morceaux pour que la suite automatique corresponde ex ballades et une sélection de la distance pour les évènements des artistes un évènement à 50km ce nest pas proche surtout non véhiculé en dehors de ça cest parfait;4;146;10/12/2023;8.8.92.700
un algorithme complètement dans les choux impossible de lancer une playlist aléatoire sur les plus de 1200 morceaux différents de ma playlist lapplication nen joue quenviron 100 puis répète ces morceaux en boucle parfois après un bon moment le nombre de morceaux de la playlist peut même descendre à une vingtaine ca fait des années que plusieurs utilisateurs du monde entier se plaignent toujours aucune réelle action de votre part sur smartphone et sur ordi affligeant de médiocrité;1;146;22/08/2022;8.7.56.421
très bonne application avec beaucoup de contenus très intéressants mais petit bémol par rapport aux commandes disponibles par exemple lorsque je lis une playlist je ne peux pas avancer ou reculer à la chanson suivante ou précédente car je nai pas cette commande sur mon affichage pour ce faire je dois sortir de lappli et passer par le raccourci qui saffiche sur mon bureau quand lappli est ouverte cest dommage quune fonction si basique ne soit pas accessible plus simplement;3;146;21/12/2022;8.7.92.521
la version gratuite est vraiment nulle par exemple si on cherche une musique dans la barre de recherche on ne peut pas lécouter directement sans passer par la lecture aléatoire quils nous propose cest vraiment aberrant et aussi il y a les pubs on ne peut plus avoir les paroles et dans nos playlists cest toujours la lecture aléatoire en plus on ne peut même pas avancer dans les musiques ils nous pousse vraiment à payer un abonnement;1;145;17/07/2024;8.9.56.618
jadore lapplication mais le seul problème est que sur le téléphone nous ne pouvons pas écouter les musique que lon veut écouter et je trouve cela vraiment dommage de plus la nouvelle mise à jour de spotify fait que sur le téléphone on peut juste écouter quelque seconde de la musique en cliquant dessus et des fois ça nous donne des musique pas rapport svp arrangez cela merci beaucoup;4;145;13/03/2022;8.7.10.1262
problème sur la version mac depuis la mise à jour avant avec un clic droit sur un morceau un menu déroulant apparaissait et lon pouvait le déposer dans une playlist que lon retrouvait seulement en tapant les 2 ou 3 premières lettres ceci est encore possible sur téléphone mais plus sur mac ce qui est très peu pratique pour ajouter des titres à des playlists;1;145;28/05/2021;8.6.30.889
des années que jai cette app mais en ce moment cest catastrophique après quelques minutes découte la musique sarrête et reprend toute seule ou sarrête tout simplement la barre découte de musique qui me permet de mettre pause ect est absente la plupart du temps lorsque je scroll toute lapplication bug le mode shuffle qui nest pas si shuffle que ça franchement ça devient lassant si ça continue je nhésiterai pas à aller chez deezer pourtant en temps normal jadore cette app;1;145;26/04/2022;8.7.22.1125
meilleure application musicale revenant de deezer on remarque bien que le francais deezer a un gros coup de retard par rapport au suédois spotify donc rien à dire recherche des titres rapides on peut tout écouter sans problème jadore et en plus avec le rajout des paroles cest parfait merci vous êtes les meilleurs;5;145;19/01/2022;8.6.98.900
abonné depuis plusieurs années je ne saurais plus me passer de cette appli mais comme il en faut pour tout les goûts et que personne na les mêmes il y a certains artistes qui se retrouvent dans les mix proposés et qui ne sont pas forcement appréciés ne seraitce pas appréciable dajouter une option black list afin dy mettre les titres et artistes que nous ne souhaitons pas entendre merci à léquipe spotify;4;144;14/03/2021;8.6.8.1094
